Product_Id,Rating,Review_Text,Helpfulness,B_Helpfulness
B007HJPBME,1,Got this product yesterday .. And it's a Fake one .. I tried registering  the product on Samsung website.. but it said not valid product... and this card has only 512kb free space.... returning now..,20,1
B007HJPBME,5,"I received this card on 28th Sept 2015. Am using this card in Dell Venue Tab 3740 and no issue is observed.Points to be noted:This is Genuine cardMade in PhilippinesYou wont be able to register this card on samsung.com as company itself dont have any option to register this item and many other small peripheral products.. as per my call with samsung service. U just need a bill for warranty.Usable storage is 14.91 GB out of 16 GBModel code is MB-MP16D/IN  ( this is valid code as verified on samsung.com and /IN in code stands for INDIA, means its made for India)Model no. MB-MP16DNo issues in formating.. Unmounting and Mointing from AndroidMany people have said about ARROW symbol.. Let me clear .. That Arrow symbol comes only on packs which contains Card and Adapter.. Only Card packs has no Arrow symbol on card..Arrow is just to guide the direction to insert in adapter.. Its NOT a symbol of genuinity.I verified around 20 packs in Mumbai market n giving verdict.Go ahead and buy in cheap rate here.. Market rate is around Rs 500/-If any inputs plz update..",132,1
B007HJPBME,3,"I am always apprehensive when I buy any SD card, there are so many fakes out there. There are many reviews of consumers receiving fakes in this product listing also, which didn't help me. When I received my 16GB EVO SD card, I decided to do some checks myself.Let start with what I received. I received a standard looking Samsung 16GB EVO SD Card package, with nothing popping out wrong immediately. At the back was a sticker stuck on top of some Korean writing, and I saw nothing wrong in that, because the sticker was a regulatory Import sticker, with name of importer (Samsung India Electronics Pvt. Ltd.), Y/M of Manufacture printed (2016/May), Y/M of Import printed (2016/May), and the model code printed as MB-MP16D/IN./IN clearly stands for India, and elsewhere in the web I have come across /CN (China) and /KR (Korea) too. I haven't checked under by sticker fully, but if there was a /APC, it would be for the Asia Pacific market, I see no problems in that, that a /APC product is being converted to /IN product by Samsung.Nowhere is any misleading info. on where it was manufactured, it clearly says at two places 'Made in Philippines' - one on the back side of packaging lower left, and one behind the SD card itself. Nowhere it says 'Made in Korea'. Also, on the internet, nowhere have I found that 16GB cards are not made in Philippines, though some say 64GB are made only in Korea. So I see no problem here too.The writing on my card is dark maroon, instead of the grey, no arrow symbol also, as someone pointed out. But the card itself has no 'other' issues, meaning that the edges are white, the underside is black with the base model etched, serial number and country of manufacture. I am not sure what to make of this dark-maroon vs grey writing.A point to note that my package came with a 'Original Samsung India' hologram stuck on the package, if it means anything.I tried to validate my serial number (the long 26-digit code including the hyphen in between), but it said Invalid Serial code on Samsung product registration page. I tried to remove the hyphen, and even try between Zeroes and O's, but could not validate.Now, I tried to check read-write speeds on my computer. I used an original Samsung SD Card adapter, and having put the micro SD card in it, inserted it directly into my laptop, then run the h2rtestw.exe (ver. 1.4) on the card. There were no errors on the card itself, it had full 16GB (15271MB actually) worth of memory that tested correctly in writes as well as read. The big problem I saw was in the read and write speeds reported by the tool, a measly 10MB/s and 8MB/s resp. (capital B stands for Bytes). I wasn't sure if I was doing it right, because there could be bottlenecks in the adapter, my laptop's SD Card reader hardware, the size of data chunks being written etc. So I put the card in my Asus phone, and downloaded the A1 SD Bench app from the Play store. They turned out to be quite decent: read and write at 79 and 42 MB/s resp.I think I will keep the memory card and not return it yet (unless it starts having problems in coming few days). I removed the 2 starts from the product rating, simply because Samsung has allowed so much confusion still to be out there. I hope this review helps someone. Please give a thumbs-up if it helped you.",15,1
B007HJPBME,4,"The MicroSD card came with 'exFAT' file system, most consumer electronic devices including my mobile do not recognize that file system, so the MicroSD card was not being recognized by my phone. I reformatted the MicroSD card to 'FAT32' file system with ""MiniTool Partition Wizard Free"" version (Windows 7 was not giving the option of FAT32 file system for formatting), and now the MicroSD card is working fine. Samsung should have given a clear notification/instruction about it on the packet.",3,1
B007HJPBME,5,"Hello guys,I am dhruv patel, if you find that my review is helpful to you then click a helpful button it will really appreciate me. And if you have any queary with this product then mail me i will give you a answer..Without westing a time i start my review..I get this micro sd card in just 2 days, I had to choose between SanDisk and Samsung. Both are great manufacturers that make products of good quality, but ultimately, I wanted the card with better performance. So I looked at various reviews, benchmarks, and made up my mind..1) Compatible Devices:-This card is compatible with all devices that support MicroSDHC cards. Measuring 15 x 11 x 1 (mm), it can be easily inserted into the MicroSDHC card slot of any device that supports this amount of expandable memory. You can use it with smartphones, tablets, full HD camcorders..2) Speed Rating:-With Class 10 speed, this memory card from Samsung is designed for superfast performance and storing large amount of data without any hassle.  it will allow you to transfer 350 photos a minute that is almost two times faster in comparison to typical memory cards.With a maximum transfer speed of up to 48MB per second..3) Design and Durability:-Samsung 16GB MicroSDHC Card has waterproof design and can even survive up to 24 hours in sea water without getting damaged. The company also offers a 120 month warranty on this product...",2,1
B007HJPBME,2,"Just received this item today. After seeing a few negatives on possible fakes, I tried to register this on the Samsung site and got the same issue - none of the alphanumeric codes on the box, invoice or back of card work on Samsung site. Only one that showed some promise was the model number which was valid. Looking at the pic posted on Amazon by the seller plus what I got, feel this is quite likely a fake.On the pic posted by the seller, there is a grey arrow next to EVO. On my card, there isn't one.Seen these before on another eCommerce player that were removed. Now some seem to have moved onto Amazon.I've run a test on the card on my system to verify if this is a class 10 or otherwise and seems to meet the advertised read and write speed as per H2TestW",28,1
B007HJPBME,1,Second time I received duplicate product against one purchase order. As I said earlier that Samsung original EVO card must have an ARROW sign after the word EVO. But this product doesn't contain.,4,1
B007HJPBME,1,stupid materials after 1 month not working if i return amazon also not supporting,11,1
B007HJPBME,1,Amazon's service & product quality is good but Product I received has an invalid serial number & the Samsung website refuses to accept it while registering the warranty I believe Amazon should intervene and help me register the warranty.,117,1
B007HJPBME,1,"totally fake and bullshit product. i purchased this Evo 2 month ago, this card is Corrupt. when i visit Samsung service center they told that there is no  warrant of this product only they write but we not solve ur this problem, they also told use and throw. its 100% Chinese. i think Samsung all products are Chinese.",3,1
B007HJPBME,1,This memory card was broken diagonally. Made a request for replacement and scheduled the time but no one bother to replace the part with newer one. Very pathetic communication and awful return policy.This was not expected from Amazon.Don't buy this product from amazon.,9,1
B007HJPBME,4,Good,58,1
B007HJPBME,1,"Very bad product. Became faulty within six months of purchase. Seller warranty is for 10 years. But how to claim it, it is no where written. Lost valuable data and photos.",20,1
B007HJPBME,1,"samsung 32GB evo class 10 sd cardI received the fake one..As mentioned by many other reviewers,I too found the following.No arrow sign after EVO logo....(I have googled so hard and concluded that genuine sd cards have that arrow...).Black colour writing instead of grey.....Made in Philippines......(written on the sd card).It gives 29GB memory...... but I don't support using fake products.The back cover says it is made in china but the memory card says it is made is Philippines....Which one should I believe ?Be careful while buying this product..........Many get the fake product and ""only some take it serious"".....Don't support fake products guys......Buy at your own risk!i will never buy any product form amazon",7,1
B007HJPBME,1,Total useless product delivery.I got packet without memory card. This is happening 2nd time with me.,15,1
B007HJPBME,5,"Though not tested the speed, it works faster in my kodak pocket digital camera 12MP. as compared to previous class 4 memory it took very less time to save the photograph and allowing me to be ready faster for next shot.Updating on 07.04.2016:Better quality and performance. After a long use, it is working fine without any problem. Purchased more than 7 such memory cards for my relations and colleagues.DON'T HESITATE TO PROCURE THIS ITEM.",2,1
B007HJPBME,1,Pathatic Product from Samsumg ... I am a fool that i bought this product instead of everyone recommended other brands. this memory card has stopped working with in 20 days and i lost all my data saved... and now even worst experience regarding replacement of this product... no one is taking responsibility for this product.. even samsung stores do not replace products purchased from Amazon.com... I really dont know where to go and who will replace it. this is the worst experience of my life... i am giving 1 star because i have to.. this is the minimum rating i have to give..I feel cheated by Amazon.in because Samsung service centre denied to replace this micro SD card because it is not an Indian product and doesnt come under indian warrenty...,17,1
B007HJPBME,1,"After using this Micro SD card for not just 45 days, the card went kaput. Completely disappointed as i bought this card specially after reading the rave reviews and because it's a Samsung Product. I tried to use the card on different phones but it won;t work at all. I can't even return it as it's out of 15 days return policy.All my photos and videos taken and saved in the card are no longer retrievable. This Card sucks. stay away from Samsung Micro SD cards. you just can't trust them.",12,1
B007HJPBME,5,"Was quite worried about the possibility of getting a counterfeit card after ordering (see the other reviews) as the market is saturated with fake memory cards these days. I was lucky enough to be able to purchase this card from M.P. Enterprises, when only one item was left in stock. Received a genuine card that passed both H2TestW and FakeFlashTest. I highly recommend ordering items from M.P. Enterprises.Now that the genuinity of the card is out of the way, let me give my thoughts on the card itself. When I first decided to buy a 128GB MicroSD card for my Note 4, I had to choose between SanDisk and Samsung. Both are great manufacturers that make products of good quality, but ultimately, I wanted the card with better performance. So I looked at various reviews, benchmarks, and made up my mind.This review: [...] is what finally made me choose the Samsung one. The SanDisk 128GB card rarely crosses a write speed of 15 MB/s, whereas the Samsung card can achieve around 20 MB/s, which is double of what the minimum required Class 10 speed is.While usually copying files to this card, I'd say that the most commonly observed speed by me is around 18 MB/s. This is very good for a card that is advertised as Class 10 / UHS-1. Another reason I picked Samsung is because I trust their performance. My old MicroSD (which I still use in my Droid-4) is a Class 6  32GB card, but it has a minimum speed of 14 MB/s, which is again, a higher speed than what it is expected from it.In the end, the alternative SanDisk 128GB card is definitely significantly cheaper than this Samsung card, and you will get around 15 MB/s write speed with it most of the time, but the Samsung EVO card is definitely ahead. If you're on a tight budget and want a 128GB MicroSD, get the SanDisk card. It all boils down to your budget preferences and needs. I occasionally record 4k video on my phone, so I need all the extra writing speed I can get. This card guarantees a minimum writing speed of 15 MB/s, even manages to hit 20 MB/s, and exceeds the minimum Class 10 writing speed most of the time, whereas the SanDisk one guarantees the bare minimum speed required to be classified as a Class 10 devices.Oh, also, if you are NOT on a tight budget, and want a 128GB card with even better writing speeds, get the 128GB Samsung EVO+ (Plus) card instead of this one. Its minimum writing speed is supposed to be 20 MB/s. Consider that card instead if you're going to be recording a lot of 4k footage. Right now the EVO+ (Plus) card costs only around Rs. 500 more than this EVO card.Samsung Evo MB-MP128DA/AM 128GB Micro SDXC with Adapter",6,1
B007HJPBME,5,"Specifications--------------------------GeneralBrand  SamsungModel  MB-MP16D/INCapacity  16 GBType  MicroSDHCClass  10Transfer Speed/Read Speed  48 mbpsWarranty Period  10 Years------------------------------------------Speed Rating-------------------------------------------With Class 10 speed and Grade 1, this memory card from Samsung is designed for superfast performance and storing large amount of data without any hassle. With a maximum transfer speed of up to 48MB per second, it will allow you to transfer 360 photos a minute that is almost two times faster in comparison to typical memory cards.-------------------------------------------Design and Durability-------------------------------------------Samsung 16GB MicroSDHC Card has waterproof design and can even survive up to 24 hours in sea water without getting damaged. It will also easily withstand extreme weather conditions and can endure a temperature range of -25 to 85 Celsius. In order to preserve your data for various scanners and X-ray machines at airports, this EVO class MicroSDHC card is also made completely X-ray proof and can withstand magnetic force up to 13 times of what emits from home theater speakers. The company also offers a 120 month warranty on this product.-------------------------------------------Compatible Devices-------------------------------------------This card is compatible with all devices that support MicroSDHC cards. Measuring 15 x 11 x 1 (mm), it can be easily inserted into the MicroSDHC card slot of any device that supports this amount of expandable memory. You can use it with smartphones, tablets, full HD camcorders and also DSLR cameras.",6,1
B007HJPBME,4, product is good,4,1
B007HJPBME,4,"using it for 3 days,smooth and no glitches but it takes only 14Gb data(may be because 1gb=1024mb)!packaging is good too!value for money",3,1
B007HJPBME,5,"100% Authentic ORIGINAL PRODUCT. (Though it doesn't have arrow mark & made in Phillippines)So Don't get carried away with Rumors.Amazon has given the WONDERFUL Feature of 10 days Window time to try it by yourself Rather than fall under False Review/Bad Experiences.I was Skeptic to Receive the delivery of the PRODUCT but it was Delight to see its Performance.Sometimes people compare the product with not the same standard resulting in disappointment that's shows in review often.DETAILS REVIEW oF SAMSUNG microSDHC UHS-I class10 16GB 48MB/s  DATA RATE: single Big Media File sent 1.4GBUsing 3.0 Usb Dongle 12-14MB/s  min 12.5 , avg 12.5 to 13.1MB/sUsing  sd card adapter (bit slow) upto 12MB/s  but above 10MB/s FOr several small files send Collectively its speed degrade by 1Mb/sHere I compared the Product WithLEXAR 633x UHS-I class10 16GB 95MB/s (This is above the standard of comparison) === 16-18MB/sSanDisk Ultra UHS-I 10 8GB 48MB/s === 10-13MB/sSanDisk Ultra 10 16GB 48MB/s (this not have UHS_I feature)=== 12-14MB/sAnd i find Samsung performing next to lexar and Almost equal to Sandisk UHS-I.ie it performing Normally like every ORIGINAL card of that class & standard meant to be performed.THIS IS THE BEST YOU CAN GET IN THIS SEG. because class10 & class 10 UHS-I =Data transfer meant to be 10MB/sTHOSE WHO TALKING OF 23MB/s and all they talking about class10 UHS-3= Data Transfer meant to be 30MB/sPS: JUST GO FOR IT. IT IS ORIGINAL AND PERFORMANCE IS GREAT.",36,1
B007HJPBME,1,"The card shown here in the website is oringinal one. But they will deliver you the fake one.In the picture, the one I am holding is the one which they delivered. As you can see the card does not have arrow aftre EVO. Also the SAMSUNG logo on the top should be like other picture. The other picture is the original one.",7,1
B007HJPBME,2,I had Ordered samsung evo 32 gb  class 10 memory card with adapter.But there is no adapter found in this courier.,8,1
B007HJPBME,1,Dnt buy it. I buy it a week ago and now it get write protected self without Autorin virus. Also getting complaint from my frnd who snt getting audio in movies which are in card. Its not a good product. I think its same duplicate card that is sold outside Old Delhi rly stn in 100/-,2,1
B007HJPBME,1,I got a fake card and i shall tell u hw i found out. som people r saying if the printing on card is in black instead of gray its a fake. Som people are saying even though its printed in black its original.........I got such a card which i ordered on 15th oct.......printing is in black......i had my doubts so i check for the following1) i checked for writing speed its 9mbps instead of the mentioned 48mbps2) original packing is not pure white its dirt white in color3) edges of memory card are not pointed like the original card4) when i turned back the package i found a sticker with manufactured by samsung electronis KOREA writings on it. but on the lower left its mentioned  Made in Phillippines (made in both phillippines and korea for indian market? hahaha)5)here comes the fun part (refer the attached pics) i lifted the sticker up and was surprised to see two different barcodes and two different serial numbers (Sno on sticker-8 806086 078467 with model code MB-MP16D/IN And Sno below the sticker read -8 806086 078160 with model code MB-MP16D/APC)  IN on model number refers to INDIA and APC refers to AMAZON PIRACY CORPORATION i think........seems like amazon has its own pirate market producing counterfeit products. If u get such a product then it is a fake and u may loose ur valuable data one day if u decide to live with it.,25,1
B007HJPBME,2,Received this product just today.And I like several other buyers my card too dose'nt have a grey arrow next to evo and on card it says made in philippnes while at the back of the cover it says manufactured in korea.Shows full capacity but still I am not sure.,2,1
B007HJPBME,1,Fake card.. Crashed in 5 months.. Lost all my personal data.. Got refunded from amazon.,13,1
B007HJPBME,1,"I received it yesterday and I was really happy with the service. You delivered it on time but it wasn't working. The files that I'm trying to transfer are not being moved to this memory card. Nothing is getting written. It simply shows ""14 GB space left "".",2,1
B007HJPBME,1,Using it for 1 year. Now has become corrupt. Not worth. Not even negative 5. I have original card with 10 year warranty written on the pack.Made in Korea. Still Samsung refused to replace my card. San Disk atleast replaces the card if in warranty.,2,1
B007HJPBME,1,One of the worst products produced by Samsung and marketed by amazon. this stuff is never built to last or perform . on the day of delivery the card was inserted into the phone and wallah to my surprise when i tried transferring all the data onto the card i lost all my existing data ...as it says the data is encrypted. and not able to view even after several tries to recover the data..MY SUGGESTION TO ALL PEOPLE LOOKING OUT TO BUY SD CARDS NEVER GO WITH SAMSUNG BUT INSTEAD GO WITH A SANDISK OR ANY OTHER REPUTED BRAND WHO HAVE EXCEL IN THAT FIELD .NEVER EVER BUY SAMSUNG MICRO SD CARDS.,1,1
B007HJPBME,1,"This memory card almost ripped me off because i lost all my ever important data to it. I transferred all my files from internal memory to sdcard. It got transferred and after some time the files went invisible. The folder showed zero files, which just few seconds back showed data moved successfully. When i went to a service centre to get my data he simply told me nothing can happen, the sd card is duplicate, so no warranty also and your files are corrupted not even recoverable on paying money for it!Even after so many duplicate product reviews this product is still being sold on the site.!.!",1,1
B007HJPBME,1,I got this card 18/04/2016 looking like a fake chinese card .. returning thiS is in balck while it must be of grey colour and there is no arrow sign after EVO ..... total FAKE AMOZAN PRODUCTSPLZ DONT BUY THIS.....FRIENDS,2,1
B007HJPBME,5,"well i bought it on lightning sale and was a little tensed whether it will be nice or not..... (buying a 16gb micro sd for 269 worth some tension frnz) but after receiving the product m fully satisfied though speed is not that much crazy in case of my device but so far so good and let u use 14.92 gb out of 16gb.if my case is worst then also m getting 8-10mbps writing speed n i am ok with it.and yes i have no arrow sign either because it comes with arrow sign only with adapter not without adapter.so dont freak out frnz ,go for it.yea it is not omnipotent so bad handling ,it can not tolerate.",1,1
B007HJPBME,4,"I got this product on Thursday 25 September 2014 for Rs.1193/-.I bought it for use in my  digital camera Sony WX350 Cyber-shot 18.2 MP. I use it with SD card adapter.It is still working great till today.The read/write speed is fast enough to record HD videos(thru phone/digiCam), and it can be used to take full resolution picture in continuous mode without any problem.I would recommend this to friends and other potential buyers",6,1
B007HJPBME,1,"thank you amazon for giving me a fking fake product. it is mentioned on the cover that it is imported and marketed by "" samsung india electronics Pvt Ltd."" but when i scaned the bar code ( which is additional sticker pasted on the correct discription) the link redirects to Reliance degital( very funny). The color of the memory card is yellowish not orange and there is no arrow mark which can be seen on all genuine samsung memory cards. The actual read and write speed of this s..t is nowhere near the orginal. and finally with the last hope i tried to register in samsung website, then i came to conclude that its a pure fake. the most funny part is that it is from ""cloudtail amazon"" and so called amazon fulfilled. lost ma trust on amazon. please give ma money back or give me a genuine one else please dont do this to anyone else.",10,1
B007HJPBME,1,Awesome copy of Samsung.I am so proud of Amazon.MRP of this sd card is 700 but we know Amazon have there own Samsung which have different MRP of products.,7,1
B007HJPBME,3,"I got this before I got the SanDisk Ultra MicroSDXC 64GB UHS-I Class 10 Memory Card (Upto 48 MB/s Speed) and if they put up the speeds they do mean it. I ordered this from amazon us because of the number of people saying they got fakes and I paid twice what it costs here with taxes and shipping. So it must have been an original.. But I was very disappointed in its transfer speeds. I saw that samsung had like 4 other kinds of sdcards all costing a lot more with much higher transfer speeds and they do mean it. ALL these cheap sdcards gets you under 50mb read speeds and if you are lucky you get 20mb/sec writes.. More like 15 MB with the Strontium Nitro 6 and 18mb/s with the sandisk etc..  This never went past 20mb/s and usually was more like 12-15mb/s.. The adapter was USB2 but even on a laptop directly connected to it with just the dumb micro sdcard adapter the speeds did not improve much and stayed around 16mb/s. The sandisk read speeds are around 45mb/s and this is like 48mb/s. makes me wonder if they are ALL using the very same card and printing different labels on them.I dont know the exact power requirements since the SDcard adapter and measuring meter takes some power and this showed up as using more than a USB2 flash drive (60mw) but less than a USB3 flash drive (80mw or so) so around 75mw or so.. This was a big issue before when they used to take 400-500mw of power during writes so that part at least have advanced a lot in the last decade..Now I was moving some files inside the tab from one directly to another using its file copy function and the device locked up.. Soon after the sdcard itself disappeared and could not get it working again. So the basic controller is not very good either.. If it can brick the drive with just multi tasking. The drive was only like a third full as it took so long to copy files over I got tired of it. And it only shows like 59GB free if you check which comes to just over 64gb decimal..So the lesson learnt is, pay more and buy a faster drive if you care. Even just copying a bunch of movies onto the card so you can watch it on like the phone later on would just take a long time let alone being able to save pictures and videos you are taking on the fly with the phone or tab. The thing is, the samsung EVO+ only costs less than rs100 more and gives you double the read speeds at like 80mb/s but the writes are still under 20mb/s. And the PRO version which actually gives decent performance for writes of over 80MB/s costs 3 times as much and for things like cameras that take HD video you need cards like those since these wont work..So after buying a bunch of SDcards and seeing how slow they were I got USB flash drives thinking they might be faster and I was surprised that they were even slower when using an OTG cable although they were much faster on the computer.. But those also costs much more. Comparing the built in SD memory expansion in my nexus 5x which shows transfer speeds of around 160mb/sec (the built in memory on the phones/tabs are also storage media just like these cards but they use much faster memory, Even the samsung tab's show around 120mb/s.. Another lesson is, you buy the device with the most memory built in if you want the speeds and not depend on SDcards to increase memory even if they charge a lot for a small amount of memory.",5,1
B007HJPBME,5,"I bought this ad card and it was good ,when I was buying the product I saw the bad reviews and I was reluctant but when I bought it ,it was original and fully working ,u can buy this product with full trust.",2,1
B007HJPBME,1,"Its a duplicate Samsung EVO mentioned made in Philippines original. But the original brand should be Made in korea. I have tested it h2test software to check its speed n authenticity its Writing speed: 4.96 MByte/s Reading speed: 10.2 MByte/s the result is this :- Warning: Only 15270 of 15271 MByte tested.The media is likely to be defective.14.9 GByte OK (31270908 sectors)1.0 MByte DATA LOST (2052 sectors)Details:1020 KByte overwritten (2040 sectors)0 KByte slightly changed (< 8 bit/sector, 0 sectors)6 KByte corrupted (12 sectors)1020 KByte aliased memory (2040 sectors)First error at offset: 0x0000000238f28240Expected: 0xc011b754c4681a40Found: 0x9b8a50175fe91a40H2testw version 1.3Writing speed: 4.96 MByte/sReading speed: 10.2 MByte/sH2testw v1.4",19,1
B007HJPBME,5,good quality,5,1
B007HJPBME,5,Always fast,5,1
B007HJPBME,5,Gr 8 memory card. I have compared with sandisk UHS-1 (Class 10) using h2test tool result is belowSandisk...Warning: Only 1000 of 15185 MByte tested.Test finished without errors.You can now delete the test files *.h2w or verify them again.Writing speed: 7.50 MByte/sReading speed: 27.6 MByte/sH2testw v1.4Samsung EvoWarning: Only 10000 of 29972 MByte tested.Test finished without errors.You can now delete the test files *.h2w or verify them again.Writing speed: 17.2 MByte/sReading speed: 27.7 MByte/sH2testw v1.4,51,1
B007HJPBME,1,Not satisfied with the product. After installing samsung memory card in my lenovo k4 note my mobile started hang and cant even restart my mobile. And i had returned to Amazon this product,2,1
B007HJPBME,5,Probably the best class 10 memory cards out there. I have 3 of these now. 2 from amazon and one from flipkart. Amazon sells cheaper and provides better packaging. This card is for everyone who has a decent phone and doesnt want their phone to get slow when they load their card up with load of media.,6,1
B007HJPBME,1,"Amazon sent me a fake and cheap chinese product. very bad !!! and i am not able to register with samsung, as its saying the the code is incorrect.MRP on back written as 2299 inr, but amazon showing as 2999 inr.Also it doesnt have any triangle mark near the EVO written part and other things should be written in grey, but i got one which has written in black.Also you can clearly see in the back (picture) that the information is pasted on a chinese printed information.Totally FAKE !!!!!",10,1
B007HJPBME,1,"Within six months of moderate use on my Samsung Galaxy phone, this card got corrupted by itself.. tried everything from formatting in the phone and then again reformatting from the pc.. but to no avail.. Lost precious data which is never to be recovered. Being a photographer i was working on a project from past 3 months but all went to s***.. made me realize that brands which are specific for such products (in this case Sandisk) should only be used and nothing else.",1,1
B007HJPBME,1,"Not worth even one star.. Received on 27 dec and stopped working on 30th dec.. Got corrupted..  Formatting the card not working.. Not able to delete anything from it.. Its coming back automatically.. Cant send it for replacement, since i have personal data in it.. Data is accessible but delete function is not working.. First time i purchased samsung sd card.. And result was this.. 625' got wasted.. Have no option other than destroying it myself",1,1
B007HJPBME,2,"Though the description of the product say Read Speed of 48MB/s & Writing Speed of 10MB/s but the actual figures which came out after a long usage of the same are as follows:Writing Speed  : 4.10 MB/s to 4.50 MB/s (Max.)Reading Speed : 9MB/s to 9.50 MB/s (Max.)So, I am a bit disappointed with the actual performance of the card and it seems that it is not a class 10 memory card instead it may be, in my opinion, a class 4 card.",1,1
B007HJPBME,1,"-The MicroSDHC card got corrupted within first week of use.-The Samsung service centre is only one in pune (at Gultekadi) and with no nearby pickup points in pune-The Service centre is out of stock and will only confirm in next week that is 19-08-15-Think before you buy, always buy two because you need one for backup",19,1
B007HJPBME,5,"Thank you Works fine on my Redmi note 3,2GB ram and 16GB.",3,1
B007HJPBME,5,"Perfect for mobiles and tablets. Using it with Samsung Galaxy S7 Edge. I am not sure whether it's fake or genuine product because the logo placed on top of the Evo is missing on the delivered product. Anyways I am not facing any problems with it as of now. However, I request the seller and the Amazon not to mis-represent the facts and change the image of the product.I am giving 5 stars only for the product.",1,1
B007HJPBME,5,much better perfomance than samsung evo 16 GB and even samsung evo plus 32 GBat least 20MBps write speed :Dbut among product reviews amazon is displaying samsung aevo 16 32 and 64 gb reviews together. bad idea since they offer different perfomance#always buy memory devices from cloudtail on amazon. no need to fear duplicates and always lowest prices among all online and offline retailers,1,1
B007HJPBME,5,Its a best product in memory....awesome performance in my moto g4 plus...superb transfer speed...thnx amazon company for bringing such an awesome product..,2,1
